code;sample;group;rep;temperature;imbibition;m_Alanine;m_Arginine;m_Asparagine;m_Aspartate;m_Cystein;m_GABA;m_Glutamine;m_Glutamate;m_Glycine;m_Isoleucine;m_Leucine;m_Lysine;m_Phenylalanine;m_ProLIne;m_Serine;m_Threonine;m_Tryptophan;m_Tyrosine;m_VaLIne;m_alpha.Tocopherol;m_beta.Sitosterol;m_Campesterol;m_gamma.Tocopherol;m_Eicosanoate;m_Heptadecanoate;m_LinolEIc acid;m_Linolenic acid;m_Stearic acid;m_Tetracosanoate;m_Quercetin;m_Quercitrin;m_4-methylthiobutyl.glucosinolate;m_5.methylthio.pentanenitrile;m_5-methylthiopentyl.glucosinolate;m_6-methylthiohexyl.glucosinolate;m_7-methylthiohexyl.glucosinolate;m_8-methylthiooctyl.glucosinolate;m_BenzoylGlucosinolate.2Breakdown;m_BenzoylGlucosinolate.3Breakdown;m_BenzoylX.Glucosinolate.3;m_Hexanenitrile.6methylthio;m_Nonanenitrile.9.methylthio;m_Octanenitrile.8.methylthio;m_Sulfite;m_U2609.4.361;m_U3122.4.202.I3M.;m_UGlucosinolate140.1;m_UGlucosinolatebreakdown140-4;m_UGlucosinolatebreakdown140.5;m_Sulfuric.acid;m_2.Hydroxyglutarate;m_2.Oxoglutarate;m_Citrate;m_Dehydroascorbate;m_dihydroxybenzoate;m_Erythronate;m_Fumarate;m_Galactonate;m_Gluconate;m_Glycerate;m_Malate;m_Maleate;m_Pentonate-4;m_Sinapinate-cis;m_Sinapinate.cis;m_Succinate;m_Threonate;m_Allantoin;m_Arabitol;m_beta.indole.3.acetonitrile;m_Erythritol;m_Ethanolamine;m_Mannitol;m_myo.Inositol;m_Sorbitol;m_Threitol;m_Urea;m_XyLItol;m_Ethylphosphate;m_Fructose.6.P;m_Glucose.6.P;m_Glycerol.3.P;m_myo.Inositol.1.P;m_Phosphate;m_U2206.2/299;m_Anhydroglucose;m_Arabinose;m_Digalactosylglycerol;m_Fructose;m_Galactinol;m_Galactose;m_Galactosylglycerol;m_Glucopyranose..H2O.;m_Glucose;m_Kestose-1;m_Mannose;m_Raffinose;m_Rhamnose;m_Ribose;m_Stachyose;m_Sucrose;m_U0970.7.184;m_U0995.7.155;m_U1093.6.147;m_U1124.3.140;m_U1125.1.140;m_U1127.4.169;m_U1127.5.140;m_U1129.9.184;m_U1154.3.156;m_U1159.6.129;m_U1172.9.281;m_U1212.2.212;m_U1240.7.286;m_U1270.1.240;m_U1290.198;m_U1371.5.151;m_U1380.5.184;m_U1393.172;m_U1408.4.298;m_U1441.8.243;m_U1530.2.314;m_U1541.8.263;m_U1549.7.130;m_U1559.4.217;m_U1568.5.313;m_U1592.8.217;m_U1605.8.342;m_U1617.8.146;m_U1628.9.233;m_U1630.3.262;m_U1647.2.403;m_U1700.6.288;m_U1705.2.319.pentitol.;m_U1718.0.157;m_U1729.0.273;m_U1759.4.331;m_U1767.3.243;m_U1816.2.228;m_U1823.5.217;m_U1837.6.368;m_U1841.9.394;m_U1849.2.285;m_U1852.0.217;m_U1859.2.246;m_U1872.1.204.methyl.hexopyranoside.;m_U1897.2.327;m_U1904.9.204;m_U1927.0.204;m_U1931.5.202;m_U1939.1.210;m_U1952.1.217;m_U1958.217;m_U1983.0.217;m_U1983.0.217;m_U2000.217;m_U2003.8.293;m_U2012.7.361;m_U2025.2.204;m_U2053.6.321;m_U2053.6.321;m_U2076.9.204;m_U2087.6.321;m_U2109.3.305;m_U2150.9.279;m_U2170.6.361;m_U2175.5.235;m_U2184.1.299;m_U2193.9.299;m_U2197.2.494;m_U2224.3.454;m_U2251.5.361;m_U2261.0.218;m_U2271.6.249;m_U2278.6.361;m_U2282.4.349;m_U2315.2.245;m_U2371.1.361;m_U2375.6.191;m_U2377.5.292;m_U2400.1.179;m_U2412.1.157;m_U2443.7.217;m_U2446.9.361;m_U2473.361;m_U2501.4.321;m_U2513.2.296;m_U2513.2.296;m_U2529.8.361;m_U2548.5.204;m_U2550.4.219.sug.;m_U2550.7.149;m_U2588.9.535;m_U2688.5.333;m_U2692.9.361;m_U2731.2.160;m_U2756.4.271;m_U2763.2.348;m_U2764.1.348;m_U2771.9.317;m_U2779.9.361;m_U2798.377;m_U2802.8.355;m_U2803.7.204.479.;m_U2817.7.394;m_U2828.8.361;m_U2839.3.312;m_U2857.8.342;m_U2882.5.297;m_U2910.9.433;m_U2924.3.361;m_U2929.1.297;m_U2932.3.204.479.;m_U2939.6.191.galactinol.;m_U2942.2.556;m_U3005.1.204;m_U3008.3.457;m_U3041.1.361;m_U3063.0.361;m_U3080.7.361;m_U3100.8.361;m_U3168.2.290;m_U3188.1.361;m_U3193.1.375;m_U3213.1.400;m_U3218.5.297;m_U3279.7.361;m_U3415.9.498;m_U3701.368;m_U3898.1.204;m_U3910.6.597.Trigalactosylglycerol;m_U4132.5.575
At-LT-DS1;Low_DS_1;Low_DS;1;Low;DS;0,767047071;0,029325117;0,419735725;0,147360459;0,073655289;0,067871343;0,085097151;0,585539888;0,107736669;0,030546914;0,020215789;0,009209946;0,089790925;0,056464405;0,114608537;0,059350352;0,7643764;0,052921955;0,108157095;0,011654947;1,919888196;0,27736923;0,292450993;0,010581652;0,003379574;0,000757315;0,000305682;1,138523942;0,002299652;0,001685699;0,038735774;0,069353751;0,264930477;0,00414295;0,002273364;0,01806192;0,040063516;0,018129146;0,065945797;0,037566674;0,001680117;0,036840031;0,016652211;2,56E-06;0,007791737;0,01157747;2,56E-06;0,002678104;0,024462886;0,488063284;0,001741615;0,001956387;0,129332302;0,00044398;2,56E-06;0,000386416;1,544793993;0,008560801;1,221069039;0,093062919;0,669442323;0,001606584;0,000401613;0,032393228;1,483130211;0,409714541;0,003449384;0,006272704;0,061753459;0,005966862;0,02778353;0,157720077;2,56E-06;1,064577116;0,254800308;0,001080391;2,56E-06;0,110353622;0,000906136;0,002902539;2,56E-06;0,027694751;0,057571355;6,367278033;0,014054596;0,124852465;0,130545761;0,703931144;2,56E-06;0,543552222;0,133525101;0,000174434;0,441251317;9,825679481;2,56E-06;0,015588124;2,669878194;0,060078914;0,028174519;4,604164554;63,76834102;2,56E-06;4,67E-05;0,000578902;0,004540579;2,56E-06;0,000258213;2,56E-06;2,56E-06;0,006996126;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,028853169;0,002380692;0,000146731;2,56E-06;2,56E-06;0,008675715;2,56E-06;0,000775564;0,000449574;0,00499705;0,015725367;0,001405067;0,000742717;2,56E-06;2,56E-06;2,56E-06;0,000893559;0,000805601;2,56E-06;2,56E-06;0,000835109;0,000681364;0,006579667;2,56E-06;0,004978416;0,000369874;0,002625022;0,001540716;0,000688779;0,006372671;0,000774258;0,012189034;2,56E-06;2,56E-06;2,56E-06;0,000717154;0,018489584;2,56E-06;0,034256747;2,56E-06;0,569114475;2,56E-06;2,56E-06;0,047495185;2,56E-06;0,160872056;0,022576551;0,187280266;0,07157657;0,002270328;0,011189608;0,004978588;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,00103449;0,000286508;0,001860573;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,000259541;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,017866353;0,05294323;0,000639674;2,56E-06;2,56E-06;2,56E-06;0,000950214;0,001521356;0,002603079;5,13E-05;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,001194254;0,007087028;2,56E-06;2,56E-06;0,000537621;2,56E-06;0,003778949;0,000337224;0,009954298;2,56E-06;2,56E-06;0,002296973;2,56E-06;2,56E-06;0,003854806;2,56E-06;0,009965067;0,041459355;0,002837894;0,009455727;0,005232222;2,56E-06;2,56E-06;2,56E-06;0,004652172;0,009480696;0,005640354;0,001970834;0,004287999;0,013930055;0,003464727;0,007175131
At-LT-DS2;Low_DS_2;Low_DS;2;Low;DS;0,736074061;0,034914563;0,444754603;0,149486978;0,066624914;0,069023013;0,111321338;0,593996301;0,116613047;0,029564253;0,021966345;2,56E-06;0,093450306;0,063319649;0,135027207;0,059938476;0,712301913;0,052213355;0,099351382;0,015302374;1,889234092;0,303081296;0,283069789;0,01119142;0,00414901;0,002604777;0,000628265;2,613158362;0,00224532;0,001313706;0,035917837;0,129625317;0,292233956;0,0093416;0,004359825;0,034300568;0,066209943;0,017967062;0,064370548;0,063793205;0,001725037;0,035777936;0,017032141;0,02285237;0,013852392;0,020988772;2,56E-06;0,002725205;0,024354991;0,507636454;0,001706567;0,006067224;0,110361928;0,000246829;0,002141354;0,000422286;1,351478165;0,00687011;1,480002049;0,095657174;0,552565999;0,001107302;0,000525316;0,028232171;1,482315285;0,327438807;0,003984018;0,006633719;0,072031579;0,005807561;0,023240446;0,158096153;2,56E-06;1,131074525;0,286392351;0,000998367;0,001719025;0,113877879;2,56E-06;0,004688451;2,56E-06;0,015892415;0,045134652;5,934562758;0,011232538;0,121808367;0,127207567;0,751556417;2,56E-06;0,65072789;0,094792787;0,00019035;0,459856131;6,275128246;2,56E-06;0,04699097;3,020401826;0,061105667;0,020812427;5,260334289;69,58652315;2,56E-06;2,56E-06;0,000512897;0,004952715;2,56E-06;0,000260677;2,56E-06;2,56E-06;0,007188198;2,56E-06;0,000249344;2,56E-06;2,56E-06;0,038918876;0,004570208;0,000670025;2,56E-06;2,56E-06;0,009792704;2,56E-06;0,000868818;0,000393351;0,002138703;0,015717386;0,001227466;0,000571803;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,00072614;2,56E-06;2,56E-06;0,000699077;0,004949684;2,56E-06;0,004259558;2,56E-06;0,003789185;0,004383476;2,56E-06;0,00524471;0,000677609;0,009119778;2,56E-06;2,56E-06;0,000550583;2,56E-06;0,018082636;2,56E-06;0,033881791;2,56E-06;0,663420851;2,56E-06;0,00348065;0,042896287;2,56E-06;0,151476082;0,031333601;0,064790666;0,067798173;0,001873531;0,012724743;0,005090704;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,001002254;0,000116485;0,001505384;2,56E-06;0,000155788;2,56E-06;0,000816958;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,026249852;0,058142667;0,002277057;2,56E-06;2,56E-06;2,56E-06;0,000424677;0,001303787;0,003622619;0,000208719;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,000734664;0,00981974;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,003950966;0,000370758;0,00903993;2,56E-06;0,000690056;0,002192636;2,56E-06;2,56E-06;0,004440157;2,56E-06;0,008120398;0,054279488;0,004868757;0,010355224;0,010208609;2,56E-06;2,56E-06;2,56E-06;0,003220889;0,009831164;0,00825574;0,002365775;0,004539844;0,019299335;0,003971979;0,004760962
At-LT-DS3;Low_DS_3;Low_DS;3;Low;DS;0,812803189;0,046429932;0,434730864;0,140378787;0,127331686;0,076388119;0,110210481;0,522253647;0,147028681;0,033741244;0,027256833;2,56E-06;0,096695853;0,065097229;0,156913803;0,076010969;0,828505967;0,062298077;0,115849243;2,56E-06;1,989719803;0,318920037;0,291200388;0,012135714;0,004589944;0,003637384;0,000292623;3,063858779;0,002909435;0,002768707;0,03695084;0,074694415;0,242379377;0,002675324;0,002784248;0,020770955;0,043501565;0,017130884;0,071253397;0,043345607;0,001553117;0,038647511;0,017131789;0,007780398;0,010099836;0,014598063;2,56E-06;0,003245658;0,028446091;0,515359047;0,002419169;2,56E-06;0,197543808;0,000284371;0,001902441;0,001009472;1,634582031;0,015503097;1,710057373;0,124812818;0,871179181;0,001031797;2,56E-06;0,027936584;1,330239095;0,436315434;0,003821191;0,007138046;0,07221825;0,005857677;0,036460217;0,212076221;0,036638352;1,163779468;0,355763497;0,001827137;0,011818985;0,150668083;0,001245593;2,56E-06;2,56E-06;0,018331262;0,058337212;6,63384066;0,018633552;0,09281432;0,11503742;0,751243665;2,56E-06;0,486294586;0,066741251;0,000167455;0,458232736;12,08532574;2,56E-06;0,074736793;3,036778585;0,061428086;0,036649106;5,128583275;68,00733898;2,56E-06;2,56E-06;0,000495675;2,56E-06;2,56E-06;2,56E-06;0,002028592;2,56E-06;0,00836639;0,001262292;0,001302173;0,000189217;0,000575122;0,031243092;0,001276942;0,000369689;2,56E-06;2,56E-06;0,008787668;2,56E-06;0,000601403;0,000700872;0,001580655;0,016454496;0,000886207;0,000759185;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,001053415;0,000474091;2,56E-06;2,56E-06;0,000731049;0,005176478;2,56E-06;0,003329774;2,56E-06;0,003359431;0,005026722;0,000980112;0,003685776;0,000674194;0,011122707;2,56E-06;2,56E-06;0,009109931;2,56E-06;0,021922699;2,56E-06;0,033367756;0,001106242;0,671882254;2,56E-06;0,00136069;0,053836441;2,56E-06;0,159731833;0,023213926;0,227753712;0,068381282;0,00274797;0,010726529;0,004083662;2,56E-06;2,56E-06;0,000277374;2,56E-06;2,56E-06;0,00078144;0,000164276;0,001468403;2,56E-06;0,000641651;2,56E-06;2,56E-06;0,00081966;2,56E-06;0,001434291;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,025237675;0,052567468;0,001263893;2,56E-06;8,09E-05;2,56E-06;0,001015195;0,001212;0,003682887;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,001313627;0,008163646;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,003637838;0,000237651;0,008547332;2,56E-06;0,00049099;0,002295593;2,56E-06;2,56E-06;0,007362695;2,56E-06;0,007659813;0,046765494;0,005084584;0,009510589;0,004956455;2,56E-06;2,56E-06;2,56E-06;0,002420905;0,009291544;0,007470947;0,001987646;0,003978955;0,016257726;0,004550704;0,005723521
At-STD-DS1;Medium_DS_1;Medium_DS;1;Medium;DS;0,429987861;0,021028136;0,583022003;0,28173995;0,054387281;0,08047531;0,083014858;1,286398062;0,104911126;0,053982475;0,039801942;0,015186307;0,071536653;0,050713816;0,214929226;0,111271232;0,277259047;0,047541532;0,128295785;0,014787828;1,891628061;0,302037713;0,352021643;0,002506096;0,000200848;2,56E-06;0,000247807;2,56E-06;0,000744185;0,001494499;0,020983203;0,558864451;0,436973369;0,031164334;0,017327201;0,098481764;0,143968675;0,020603757;0,055868857;0,151425052;0,003379372;0,028481703;0,018200388;0,027521134;0,06069445;0,07161776;0,004773479;0,003832789;0,028017566;0,671908982;0,001763977;2,56E-06;0,16117274;0,000194637;0,001107821;0,000700475;1,710308009;0,040388459;2,037429896;0,066081875;0,725391254;0,001262103;0,00200519;0,026002142;1,735187542;0,276764934;0,005303111;0,011241245;0,070044182;0,004970606;0,022941563;0,136565922;2,56E-06;1,161271311;0,404444926;0,001194407;0,000496672;0,082341128;2,56E-06;2,56E-06;2,56E-06;0,025069998;0,081228239;8,781366709;0,017323469;0,252991623;0,143419387;0,956526838;0,018479814;3,508501327;0,145013575;0,000188121;0,507325549;6,022047172;2,56E-06;0,067004341;2,397146319;0,085361268;0,030203043;5,958751989;81,41855975;2,56E-06;2,56E-06;0,000944288;0,006235764;0,002244236;2,56E-06;2,56E-06;0,000425523;0,011374884;2,56E-06;0,000665692;2,56E-06;2,56E-06;0,080884991;0,006022104;0,000652227;2,56E-06;0,000388263;0,031473601;2,56E-06;0,00223537;0,000628223;0,005505354;0,01602578;0,002027742;0,002059103;2,56E-06;0,000681947;0,000285179;2,56E-06;0,001787796;0,001153325;2,56E-06;0,001570448;0,00089201;0,008177845;0,002769003;0,005102921;0,000725408;0,003164492;0,000688251;2,56E-06;0,015466966;2,56E-06;0,011898629;2,56E-06;0,001533484;0,00305329;0,000809058;0,017570213;2,56E-06;0,046529941;2,56E-06;0,494223188;2,56E-06;0,00186974;0,038525226;2,56E-06;0,209054704;0,035393679;0,083371926;0,092638581;0,002899013;0,013951457;0,008961374;2,56E-06;2,56E-06;2,56E-06;0,00030775;2,56E-06;0,000849173;2,56E-06;0,002714019;2,56E-06;2,56E-06;0,000513754;0,000827257;2,56E-06;2,56E-06;2,56E-06;5,01E-05;0,000120718;2,56E-06;0,000390196;2,56E-06;0,023419447;0,04321981;0,009157728;0,000851448;2,56E-06;2,56E-06;0,000708561;0,001561408;0,006533976;0,000111975;0,001061437;2,56E-06;2,56E-06;2,56E-06;0,001256141;0,006955084;2,56E-06;2,56E-06;2,56E-06;0,000730284;0,003531596;0,000453922;0,008256782;2,56E-06;0,004635498;0,002036949;2,56E-06;2,56E-06;0,002289625;2,56E-06;0,010307098;0,05950489;0,002514542;0,013511705;0,036105114;0,002229556;0,001916588;2,56E-06;0,002510795;0,005334038;0,028697357;0,001382212;0,004668194;0,036277114;0,005326589;0,0080189
At-STD-DS2;Medium_DS_2;Medium_DS;2;Medium;DS;0,513079988;0,011900091;0,545867518;0,308790207;0,033108516;0,070034556;0,126291681;1,174695734;0,118575382;0,057259034;0,042633532;0,016886478;0,086034397;0,069347082;0,193796832;0,112901246;0,323306207;0,060115295;0,133334782;0,012998271;1,928438927;0,302984993;0,342594158;0,00390735;0,000800673;2,56E-06;0,000243285;0,276873003;0,001207853;0,001009776;0,028276487;0,500018501;0,416751771;0,025284741;0,013988907;0,082413136;0,127420619;0,019677093;0,056346677;0,141209074;0,002612413;0,028384536;0,017243897;0,040379624;0,056570856;0,068848726;0,004197545;0,003914062;0,0264147;0,608499047;0,002284493;2,56E-06;0,25080807;0,000321085;0,00204486;0,001335302;2,107312388;0,039047895;2,263618537;0,089289909;1,044286819;0,000731955;0,001097856;0,025096256;1,471295345;0,299049797;0,005360501;0,011120373;0,062100623;0,004621678;0,028314304;0,171991562;0,026493459;1,178085612;0,430881536;0,001048442;2,56E-06;0,067976205;0,000431796;0,002957988;2,56E-06;0,025411637;0,075773782;7,982789611;0,015834118;0,19008509;0,160314624;0,914523603;0,283034334;2,969518736;0,180177594;0,000222471;0,48236005;11,83445002;2,56E-06;0,063185444;2,420407512;0,078232778;0,03830958;5,818047047;77,72510731;2,56E-06;2,56E-06;0,001057311;0,004752023;0,000411785;0,000141614;0,003165241;0,000394199;0,010083261;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,075633675;0,002335562;0,0001015;2,56E-06;0,000820999;0,024382691;2,56E-06;0,001266732;0,000522616;0,001409146;0,014498614;6,77E-05;0,000774286;2,56E-06;0,000265883;0,001153767;2,56E-06;0,001298376;0,000713339;2,56E-06;0,001256673;0,000811613;0,006310739;0,002135278;0,005462526;2,56E-06;0,003452729;0,003936658;2,56E-06;0,008091394;0,000721917;0,009046217;0,000765344;2,56E-06;2,56E-06;0,000713407;0,016883942;2,56E-06;0,037981344;0,000785732;0,601375751;2,56E-06;0,002800383;0,046295046;2,56E-06;0,175842528;0,036422442;0,075186881;0,073253133;0,002275121;0,011528321;0,008046459;2,56E-06;2,56E-06;2,56E-06;0,00034684;2,56E-06;0,002099607;2,56E-06;0,002037624;2,56E-06;2,56E-06;0,000356818;0,000800436;0,000674235;2,56E-06;0,000115082;2,56E-06;2,56E-06;2,56E-06;0,000412486;2,56E-06;0,030394394;0,048376965;0,009638768;2,56E-06;2,56E-06;2,56E-06;0,001000364;0,001731963;0,007336028;2,56E-06;0,001093682;2,56E-06;2,56E-06;2,56E-06;0,002128828;0,00847886;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,002539119;0,000433748;0,005219952;2,56E-06;0,005329618;0,001890819;2,56E-06;2,56E-06;0,005084647;2,56E-06;2,56E-06;0,059312258;0,005214431;0,014705142;0,031962599;2,56E-06;2,56E-06;2,56E-06;0,002827422;0,004069525;0,02896486;0,001366689;0,003951672;0,034939667;2,56E-06;0,003926316
At-STD-DS3;Medium_DS_3;Medium_DS;3;Medium;DS;0,469660867;0,019769523;0,569687547;0,327858245;0,028868654;0,075929687;0,072202879;1,246570147;0,121854211;0,063799668;0,042363551;0,01301811;0,087114876;0,042219385;0,208224451;0,119594861;0,301157247;0,057292895;0,14067996;2,56E-06;2,017613135;0,335102298;0,352782665;0,004939264;0,002529724;2,56E-06;1,10E-05;1,120950991;0,001747998;0,001120566;0,029213634;0,625847053;0,37805179;0,044476921;0,020880754;0,112167322;0,166196878;0,017855064;0,052614308;0,195216786;0,002571471;0,02451436;0,01678385;0,035578855;0,077748644;0,08515765;0,007943703;0,003602764;0,021958309;0,733474874;0,002567586;0,002765183;0,293151163;0,000273123;0,001357179;0,001410222;2,908469581;0,030355717;2,428749146;0,092906564;1,292515665;0,001491837;0,001656908;0,024985153;1,542904008;0,307907862;0,006310471;0,010767061;0,07231499;0,005811097;0,028884036;0,159766792;2,56E-06;1,164304834;0,330597722;0,001392143;2,56E-06;0,084410521;0,000227076;0,002634084;2,56E-06;0,026439476;0,074600575;8,724025585;0,017494246;0,21463033;0,174247438;0,948978113;0,122246241;3,149141524;0,218945888;0,000204865;0,5384533;7,641837461;2,56E-06;0,070049765;2,556774818;0,086815828;0,032429582;6,028455291;80,66751093;2,56E-06;2,56E-06;0,000729311;0,006079189;0,000992247;0,000800022;0,003427075;0,000496205;0,010032663;0,000915626;2,56E-06;2,56E-06;2,56E-06;0,096548263;0,004382541;0,000279728;2,56E-06;0,000509143;0,036460067;2,56E-06;0,002058173;0,00054506;0,002769446;0,014656182;0,000313467;0,000560006;2,56E-06;0,000437112;2,56E-06;2,56E-06;0,001480938;0,000729892;0,000267712;0,001631112;0,00071926;0,006751591;0,00306317;0,004735742;2,56E-06;0,002799447;0,003044107;2,56E-06;0,010942208;0,000674131;0,010295087;2,56E-06;0,001149964;2,56E-06;0,000389055;0,015251145;2,56E-06;0,037642937;0,000661597;0,476463511;2,56E-06;0,004295217;0,030686193;2,56E-06;0,164852622;0,034699958;0,067420516;0,069473576;0,003096035;0,011751659;0,008245832;2,56E-06;2,56E-06;0,000707253;0,000425725;2,56E-06;0,001934267;2,56E-06;0,002132781;2,56E-06;2,56E-06;0,000393386;0,001025977;0,002028505;2,56E-06;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,000620448;2,56E-06;0,029778794;0,041392745;0,012473645;2,56E-06;2,56E-06;2,56E-06;0,001559054;0,001853763;0,0080481;4,82E-05;0,002339336;2,56E-06;2,56E-06;2,56E-06;0,001365302;0,008813461;2,56E-06;2,56E-06;0,000881374;2,56E-06;0,003154872;0,000512543;0,007263406;2,56E-06;0,008049868;0,00204313;2,56E-06;2,56E-06;0,007903404;2,56E-06;0,007093224;0,062172542;0,003877964;0,014161003;0,043239101;0,00192234;2,56E-06;2,56E-06;0,002457522;0,00509096;0,035650319;0,001362374;0,003999334;0,028930231;0,003932551;2,56E-06
At-HT-DS1;Elevated_DS_1;Elevated_DS;1;Elevated;DS;0,397505452;0,019419917;0,758655239;0,414793385;0,044382509;0,073849737;0,126930224;1,354406489;0,197162558;0,092303171;0,063159459;0,017939079;0,089395929;0,16174942;0,301091804;0,193391358;0,138955435;0,05421138;0,169334799;0,014852878;1,727882544;0,292493999;0,375755748;2,56E-06;0,001328269;2,56E-06;2,56E-06;0,086326227;0,001058864;2,56E-06;0,001251664;1,403958737;0,589945454;0,077737632;0,032467733;0,177698445;0,16889111;0,022353603;0,026366028;0,140499809;0,004673008;0,01999975;0,01926007;0,070505259;0,06617259;0,116565686;0,045582573;0,006164374;0,029323475;0,716911534;0,001665221;2,56E-06;0,201668551;0,000348095;0,000993932;0,000981876;0,926208926;0,041535492;2,232489103;0,053355103;0,92076617;0,00037709;0,001357828;0,023250423;1,45042869;0,174064379;0,0057317;0,010811897;0,07573481;0,002469904;0,025573762;0,175639231;0,035101795;1,114885463;0,31813059;0,001245154;2,56E-06;0,075163628;2,56E-06;0,002138872;2,56E-06;0,045270332;0,092342332;9,454930215;0,018931153;0,33992109;0,156047408;1,110001264;0,172433055;7,964662016;0,269166507;0,000231123;0,65310691;9,37146392;2,56E-06;0,107389748;2,42994996;0,133550038;0,027996472;5,855897984;82,30512991;2,56E-06;2,56E-06;0,000665388;2,56E-06;0,003989315;2,56E-06;0,006308662;0,000442267;0,00638418;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,152646753;0,008186878;0,000473547;2,56E-06;0,002931239;0,06304981;2,56E-06;2,56E-06;0,000845503;0,003319234;0,012888244;0,000530749;0,000795979;2,56E-06;2,56E-06;0,001589608;2,56E-06;0,00139991;0,001014341;0,000363676;0,002398038;0,001006327;0,007434446;0,002269535;0,007234492;0,000464851;0,003639816;0,001419976;2,56E-06;0,021456864;0,000999802;0,011786935;2,56E-06;0,002846262;2,56E-06;0,000722976;0,017275788;2,56E-06;0,048741831;0,001413773;0,457275337;2,56E-06;0,003602675;0,025356186;2,56E-06;0,228409374;0,04939367;0,335768616;0,09220875;0,0029132;0,010854977;0,013726878;2,56E-06;0,002321904;2,56E-06;2,56E-06;2,56E-06;0,002917237;2,56E-06;0,002015923;0,001078193;2,56E-06;2,56E-06;0,003521245;2,56E-06;2,56E-06;0,000465539;0,000145514;0,001001368;2,56E-06;0,001893378;2,56E-06;0,029146319;0,035290584;0,020452932;2,56E-06;7,34E-05;0,006979452;0,000712629;2,56E-06;0,019679968;0,00063294;0,003925652;2,56E-06;2,56E-06;2,56E-06;0,001109221;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,001520275;0,00159971;0,00084477;0,00279397;2,56E-06;0,035286344;0,001923423;2,56E-06;2,56E-06;2,56E-06;2,56E-06;0,006833831;0,099040063;0,003728246;0,01830889;0,07746618;0,001165458;0,002245324;2,56E-06;0,00336715;0,001303402;0,052755224;2,56E-06;0,003022327;0,006968613;0,004222804;0,008470787
